,property_type,region,area_m2,country,state,city,lat,lon,price_brl
18436,house,Southeast,135.0,Brasil,Rio de Janeiro,,-22.885574,-43.1008,548970.21
18437,apartment,Southeast,84.0,Brasil,Rio de Janeiro,,-22.938816,-43.250439,353358.36
18438,apartment,Southeast,97.0,Brasil,Rio de Janeiro,,-23.022637,-43.484607,648782.97
18439,apartment,Southeast,129.0,Brasil,Rio de Janeiro,,-23.0150389,-43.5199689,519336.85
18440,house,Southeast,95.0,Brasil,Rio de Janeiro,,-22.918674,-43.368309,348346.53
18441,apartment,Southeast,66.0,Brasil,Rio de Janeiro,,-22.917055,-43.386261,394260.42
18442,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.9223407,-43.2179683,449157.45
18443,apartment,Southeast,69.0,Brasil,Rio de Janeiro,,-22.879625,-43.036491,329382.13
18444,apartment,Southeast,,Brasil,Rio de Janeiro,,-23.014772,-43.45528,748595.73
18445,house,Southeast,137.0,Brasil,Rio de Janeiro,,-22.89473,-43.346363,658764.27
18446,apartment,Southeast,120.0,Brasil,Rio de Janeiro,,-22.966091,-43.188034,1018090.23
18447,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.906288,-43.099586,658764.27
18448,apartment,Southeast,73.0,Brasil,Rio de Janeiro,,-22.956388,-43.375317,646786.73
18449,apartment,Southeast,60.0,Brasil,Rio de Janeiro,,-22.89905,-43.107021,388694.19
18450,house,Southeast,80.0,Brasil,Rio de Janeiro,,-22.90933,-43.387295,636045.06
18451,apartment,Southeast,59.0,Brasil,Rio de Janeiro,,-22.927595,-43.254066,339363.39
18452,apartment,Southeast,156.0,Brasil,Rio de Janeiro,,-22.930389,-43.269073,1210504.82
18453,apartment,Southeast,55.0,Brasil,Rio de Janeiro,,-22.966846,-43.192875,898314.91
18454,apartment,Southeast,62.0,Brasil,Rio de Janeiro,,-23.003313,-43.440395,359325.95
18455,apartment,Southeast,80.0,Brasil,Rio de Janeiro,,-22.498224,-41.925617,249531.9
18456,apartment,Southeast,120.0,Brasil,Rio de Janeiro,,-22.984177,-43.212238,1597004.3
18457,house,Southeast,110.0,Brasil,Rio de Janeiro,,-22.969862,-43.419693,524017.01
18458,house,Southeast,190.0,Brasil,Rio de Janeiro,,-22.9473318,-43.0612618,998127.67
18459,apartment,Southeast,73.0,Brasil,Rio de Janeiro,,-22.9223407,-43.2179683,349344.66
18460,house,Southeast,164.0,Brasil,Rio de Janeiro,,-22.925517,-43.3522847,577915.91
18461,apartment,Southeast,70.0,Brasil,Rio de Janeiro,,-22.972907,-43.393208,488084.41
18462,apartment,Southeast,74.0,Brasil,Rio de Janeiro,,-23.004445,-43.437394,583904.68
18463,apartment,Southeast,82.0,Brasil,Rio de Janeiro,,-22.924335,-43.234013,555277.43
18464,apartment,Southeast,71.0,Brasil,Rio de Janeiro,,-22.941095,-43.31498,458140.59
18465,apartment,Southeast,75.0,Brasil,Rio de Janeiro,,-22.855333,-43.328117,279475.72
18466,apartment,Southeast,,Brasil,Rio de Janeiro,,-23.023577,-43.471703,648782.97
18467,house,Southeast,115.0,Brasil,Rio de Janeiro,,-22.924084,-43.353516,648782.97
18468,apartment,Southeast,68.0,Brasil,Rio de Janeiro,,-22.95116,-43.345394,274130.89
18469,apartment,Southeast,115.0,Brasil,Rio de Janeiro,,-22.3955335,-41.7923576,555277.43
18470,apartment,Southeast,65.0,Brasil,Rio de Janeiro,,-22.913736,-43.272068,269494.46
18471,apartment,Southeast,121.0,Brasil,Rio de Janeiro,,-22.956388,-43.375317,1102931.08
18472,apartment,Southeast,56.0,Brasil,Rio de Janeiro,,-22.891714,-43.268375,323070.49
18473,apartment,Southeast,129.0,Brasil,Rio de Janeiro,,-22.91893,-43.214657,686524.82
18474,apartment,Southeast,134.0,Brasil,Rio de Janeiro,,-22.936693,-43.183189,1362953.71
18475,apartment,Southeast,,Brasil,Rio de Janeiro,,-23.0265405,-43.473167,1147846.81
18476,apartment,Southeast,70.0,Brasil,Rio de Janeiro,,-22.913736,-43.272068,353358.36
18477,apartment,Southeast,60.0,Brasil,Rio de Janeiro,,-22.896837,-43.278645,333166.46
18478,apartment,Southeast,68.0,Brasil,Rio de Janeiro,,-22.896912,-43.279949,403838.12
18479,apartment,Southeast,62.0,Brasil,Rio de Janeiro,,-22.934404,-43.358997,459365.88
18480,apartment,Southeast,90.0,Brasil,Rio de Janeiro,,-22.941095,-43.31498,585565.3
18481,apartment,Southeast,79.0,Brasil,Rio de Janeiro,,-22.85273,-43.323643,319400.84
18482,apartment,Southeast,90.0,Brasil,Rio de Janeiro,,-22.9223407,-43.2179683,588895.33
18483,apartment,Southeast,146.0,Brasil,Rio de Janeiro,,-22.947811,-43.185612,1604173.41
18484,house,Southeast,200.0,Brasil,Rio de Janeiro,,-22.950953,-43.332497,1297565.98
18485,apartment,Southeast,79.0,Brasil,Rio de Janeiro,,-22.847446,-43.302902,349344.66
18486,apartment,Southeast,55.0,Brasil,Rio de Janeiro,,-22.935173,-43.070477,269494.46
18487,apartment,Southeast,180.0,Brasil,Rio de Janeiro,,-22.915693,-43.235306,1097940.43
18488,apartment,Southeast,66.0,Brasil,Rio de Janeiro,,-23.001205,-43.341537,959115.56
18489,apartment,Southeast,85.0,Brasil,Rio de Janeiro,,-23.023577,-43.471703,698689.35
18490,apartment,Southeast,174.0,Brasil,Rio de Janeiro,,-22.934625,-43.335143,1147846.81
18491,house,Southeast,,Brasil,Rio de Janeiro,,-22.917189,-42.216511,249531.9
18492,house,Southeast,128.0,Brasil,Rio de Janeiro,,-22.788343,-42.137508,524017.01
18493,apartment,Southeast,120.0,Brasil,Rio de Janeiro,,-22.9283333,-43.2602778,788520.85
18494,apartment,Southeast,158.0,Brasil,Rio de Janeiro,,-22.926865,-43.237831,959115.56
18495,apartment,Southeast,105.0,Brasil,Rio de Janeiro,,-22.836164,-43.322224,353358.36
18496,apartment,Southeast,83.0,Brasil,Rio de Janeiro,,-22.973068,-43.382183,656236.96
18497,house,Southeast,90.0,Brasil,Rio de Janeiro,,-23.017947,-43.470734,568932.77
18498,house,Southeast,,Brasil,Rio de Janeiro,,-22.9668684,-42.9082517,309419.57
18499,apartment,Southeast,115.0,Brasil,Rio de Janeiro,,-22.984177,-43.212238,1676854.5
18500,apartment,Southeast,110.0,Brasil,Rio de Janeiro,,-22.9371104,-43.1775325,1305362.95
18501,apartment,Southeast,60.0,Brasil,Rio de Janeiro,,-22.9807885,-43.2325575,998127.67
18502,house,Southeast,133.0,Brasil,Rio de Janeiro,,-22.9200066,-43.3990345,598876.59
18503,house,Southeast,180.0,Brasil,Rio de Janeiro,,-23.004841,-43.444839,1197753.22
18504,house,Southeast,220.0,Brasil,Rio de Janeiro,,-22.898705,-43.043774,1197753.22
18505,house,Southeast,79.0,Brasil,Rio de Janeiro,,-22.8825,-43.356407,358406.32
18506,apartment,Southeast,104.0,Brasil,Rio de Janeiro,,-22.916822,-43.259113,479101.27
18507,house,Southeast,108.0,Brasil,Rio de Janeiro,,-22.788343,-42.137508,698689.35
18508,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.892004,-43.098717,279475.72
18509,house,Southeast,120.0,Brasil,Rio de Janeiro,,-22.933168,-43.359055,648782.97
18510,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.927452,-43.179356,1297565.98
18511,house,Southeast,120.0,Brasil,Rio de Janeiro,,-22.9658124,-43.4126502,349344.66
18512,apartment,Southeast,69.0,Brasil,Rio de Janeiro,,-22.848391,-43.269291,299438.28
18513,apartment,Southeast,84.0,Brasil,Rio de Janeiro,,-22.90147,-43.288322,424204.24
18514,apartment,Southeast,135.0,Brasil,Rio de Janeiro,,-23.0162666,-43.4626023,848408.53
18515,house,Southeast,120.0,Brasil,Rio de Janeiro,,-22.465082,-41.939487,419213.6
18516,apartment,Southeast,102.0,Brasil,Rio de Janeiro,,-22.964071,-43.178783,1292282.02
18517,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.935173,-43.070477,314410.19
18518,house,Southeast,132.0,Brasil,Rio de Janeiro,,-22.882391,-43.336433,484605.74
18519,apartment,Southeast,56.0,Brasil,Rio de Janeiro,,-22.957142,-43.196198,797580.31
18520,apartment,Southeast,53.0,Brasil,Rio de Janeiro,,-22.9021693,-43.2553512,339363.39
18521,apartment,Southeast,90.0,Brasil,Rio de Janeiro,,-22.903034,-43.109287,868371.08
18522,apartment,Southeast,120.0,Brasil,Rio de Janeiro,,-23.01983,-43.479553,690403.73
18523,house,Southeast,100.0,Brasil,Rio de Janeiro,,-22.965937,-43.414093,529007.65
18524,house,Southeast,120.0,Brasil,Rio de Janeiro,,-22.939253,-43.341537,668745.53
18525,apartment,Southeast,128.0,Brasil,Rio de Janeiro,,-23.009256,-43.422049,1269124.54
18526,apartment,Southeast,94.0,Brasil,Rio de Janeiro,,-22.921227,-43.225548,718651.91
18527,apartment,Southeast,166.0,Brasil,Rio de Janeiro,,-22.956388,-43.375317,1397378.74
18528,house,Southeast,136.0,Brasil,Rio de Janeiro,,-22.933952,-42.824596,439176.16
18529,house,Southeast,180.0,Brasil,Rio de Janeiro,,-22.888844,-43.362473,643792.32
18530,apartment,Southeast,80.0,Brasil,Rio de Janeiro,,-23.0061004,-43.4825841,667847.3
18531,apartment,Southeast,94.0,Brasil,Rio de Janeiro,,-23.021433,-43.486507,627822.29
18532,apartment,Southeast,80.0,Brasil,Rio de Janeiro,,-22.966955,-43.180164,737004.58
18533,apartment,Southeast,70.0,Brasil,Rio de Janeiro,,-22.984787,-43.412704,548970.21
18534,apartment,Southeast,96.0,Brasil,Rio de Janeiro,,-22.824972,-43.330673,555698.37
18535,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.847446,-43.302902,294447.66
18536,apartment,Southeast,74.0,Brasil,Rio de Janeiro,,-22.939253,-43.341537,318022.53
18537,apartment,Southeast,76.0,Brasil,Rio de Janeiro,,-22.9223407,-43.2179683,369307.22
18538,house,Southeast,110.0,Brasil,Rio de Janeiro,,-22.531109,-41.963455,449157.45
18539,apartment,Southeast,70.0,Brasil,Rio de Janeiro,,-22.928982,-43.248524,499063.83
18540,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.931217,-43.097942,1497191.5
18541,house,Southeast,,Brasil,Rio de Janeiro,,-22.9161598,-43.3556225,454317.88
18542,house,Southeast,150.0,Brasil,Rio de Janeiro,,-22.9417766,-43.024452,499063.83
18543,apartment,Southeast,70.0,Brasil,Rio de Janeiro,,-22.928919,-43.255779,666332.92
18544,house,Southeast,205.0,Brasil,Rio de Janeiro,,-22.898666,-43.256626,1067996.61
18545,apartment,Southeast,120.0,Brasil,Rio de Janeiro,,-22.911106,-43.104572,878352.35
18546,apartment,Southeast,74.0,Brasil,Rio de Janeiro,,-22.9997898,-43.4160295,628820.41
18547,apartment,Southeast,236.0,Brasil,Rio de Janeiro,,-22.930389,-43.269073,908635.8
18548,apartment,Southeast,110.0,Brasil,Rio de Janeiro,,-22.9076,-43.104118,399251.07
18549,apartment,Southeast,95.0,Brasil,Rio de Janeiro,,-22.936752,-43.175926,994451.39
18550,apartment,Southeast,66.0,Brasil,Rio de Janeiro,,-22.979899,-43.190813,863004.67
18551,apartment,Southeast,240.0,Brasil,Rio de Janeiro,,-22.928306,-43.230246,898314.91
18552,apartment,Southeast,65.0,Brasil,Rio de Janeiro,,-22.925322,-43.232567,509045.09
18553,apartment,Southeast,86.0,Brasil,Rio de Janeiro,,-23.023577,-43.471703,686524.82
18554,apartment,Southeast,74.0,Brasil,Rio de Janeiro,,-22.956388,-43.375317,533998.3
18555,house,Southeast,,Brasil,Rio de Janeiro,,-22.906544,-43.269073,349344.66
18556,house,Southeast,74.0,Brasil,Rio de Janeiro,,-22.915997,-42.805279,279475.72
18557,apartment,Southeast,74.0,Brasil,Rio de Janeiro,,-22.98501,-43.208004,958202.55
18558,apartment,Southeast,103.0,Brasil,Rio de Janeiro,,-23.021433,-43.486507,788520.85
18559,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.941095,-43.31498,449157.45
18560,apartment,Southeast,67.0,Brasil,Rio de Janeiro,,-22.928919,-43.255779,529007.65
18561,apartment,Southeast,68.0,Brasil,Rio de Janeiro,,-22.890114,-43.27063,474110.62
18562,apartment,Southeast,95.0,Brasil,Rio de Janeiro,,-22.956388,-43.375317,648782.97
18563,apartment,Southeast,71.0,Brasil,Rio de Janeiro,,-22.923843,-43.358654,447250.73
18564,apartment,Southeast,134.0,Brasil,Rio de Janeiro,,-22.917055,-43.386261,618839.15
18565,apartment,Southeast,145.0,Brasil,Rio de Janeiro,,-22.956388,-43.375317,1133873.05
18566,house,Southeast,66.0,Brasil,Rio de Janeiro,,-22.530443,-41.93924,319819.37
18567,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.91375,-43.266235,272590.73
18568,apartment,Southeast,115.0,Brasil,Rio de Janeiro,,-23.023577,-43.471703,752148.51
18569,apartment,Southeast,202.0,Brasil,Rio de Janeiro,,-23.014389,-43.462,1147846.81
18570,apartment,Southeast,110.0,Brasil,Rio de Janeiro,,-22.8979071,-43.3523109,443710.65
18571,apartment,Southeast,141.0,Brasil,Rio de Janeiro,,-22.929174,-43.231567,898314.91
18572,house,Southeast,136.0,Brasil,Rio de Janeiro,,-22.941084,-43.043533,708670.65
18573,apartment,Southeast,154.0,Brasil,Rio de Janeiro,,-23.003313,-43.440395,918277.46
18574,apartment,Southeast,142.0,Brasil,Rio de Janeiro,,-22.902739,-43.104069,1197753.22
18575,apartment,Southeast,56.0,Brasil,Rio de Janeiro,,-22.952101,-43.195904,775545.19
18576,house,Southeast,168.0,Brasil,Rio de Janeiro,,-23.0179891,-43.4599132,678726.79
18577,apartment,Southeast,87.0,Brasil,Rio de Janeiro,,-23.023204,-43.453546,1015299.64
18578,apartment,Southeast,80.0,Brasil,Rio de Janeiro,,-22.962952,-43.183189,1048034.05
18579,house,Southeast,132.0,Brasil,Rio de Janeiro,,-22.924196,-43.348736,1097940.43
18580,house,Southeast,226.0,Brasil,Rio de Janeiro,,-22.908083,-43.278721,1413433.48
18581,apartment,Southeast,161.0,Brasil,Rio de Janeiro,,-22.881121,-42.016003,748595.73
18582,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.943672,-43.181221,683717.44
18583,house,Southeast,89.0,Brasil,Rio de Janeiro,,-22.943913,-43.352394,479101.27
18584,apartment,Southeast,72.0,Brasil,Rio de Janeiro,,-22.956369,-43.175999,1097940.43
18585,house,Southeast,,Brasil,Rio de Janeiro,,-22.910522,-43.285862,615853.13
18586,house,Southeast,216.0,Brasil,Rio de Janeiro,,-22.788343,-42.137508,379288.51
18587,apartment,Southeast,73.0,Brasil,Rio de Janeiro,,-22.953041,-43.177139,958202.55
18588,apartment,Southeast,73.0,Brasil,Rio de Janeiro,,-22.942118,-43.371338,328383.98
18589,house,Southeast,133.0,Brasil,Rio de Janeiro,,-22.927038,-43.3493,898314.91
18590,apartment,Southeast,67.0,Brasil,Rio de Janeiro,,-22.8980099,-43.2538314,400249.19
18591,house,Southeast,128.0,Brasil,Rio de Janeiro,,-22.9223407,-43.2179683,997129.54
18592,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.906248,-43.10947,585565.3
18593,apartment,Southeast,79.0,Brasil,Rio de Janeiro,,-22.888769,-43.282413,519026.39
18594,house,Southeast,180.0,Brasil,Rio de Janeiro,,-22.8443161,-43.7649945,1097940.43
18595,house,Southeast,200.0,Brasil,Rio de Janeiro,,-23.001354,-43.327053,997129.54
18596,apartment,Southeast,55.0,Brasil,Rio de Janeiro,,-22.88781,-43.122623,319400.84
18597,apartment,Southeast,66.0,Brasil,Rio de Janeiro,,-22.979204,-43.18985,818464.67
18598,apartment,Southeast,118.0,Brasil,Rio de Janeiro,,-22.890429,-43.089886,1048034.05
18599,apartment,Southeast,60.0,Brasil,Rio de Janeiro,,-22.926739,-43.244801,615853.13
18600,house,Southeast,90.0,Brasil,Rio de Janeiro,,-22.898487,-43.309757,449157.45
18601,apartment,Southeast,64.0,Brasil,Rio de Janeiro,,-22.894562,-43.275517,339363.39
18602,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.924335,-43.234013,656236.96
18603,house,Southeast,216.0,Brasil,Rio de Janeiro,,-22.788343,-42.137508,514893.61
18604,house,Southeast,116.0,Brasil,Rio de Janeiro,,-22.918001,-43.25412,499063.83
18605,apartment,Southeast,,Brasil,Rio de Janeiro,,-23.000669,-43.392197,1197753.22
18606,apartment,Southeast,107.0,Brasil,Rio de Janeiro,,-23.003313,-43.440395,778539.59
18607,apartment,Southeast,82.0,Brasil,Rio de Janeiro,,-22.941095,-43.31498,514893.61
18608,house,Southeast,129.0,Brasil,Rio de Janeiro,,-22.7935512,-43.1854006,648782.97
18609,house,Southeast,108.0,Brasil,Rio de Janeiro,,-22.929167,-43.017059,369307.22
18610,apartment,Southeast,60.0,Brasil,Rio de Janeiro,,-22.893942,-43.113407,548970.21
18611,house,Southeast,200.0,Brasil,Rio de Janeiro,,-22.943417,-43.031635,618839.15
18612,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.910378,-43.190456,636045.06
18613,apartment,Southeast,100.0,Brasil,Rio de Janeiro,,-22.852203,-43.305931,353358.36
18614,house,Southeast,180.0,Brasil,Rio de Janeiro,,-22.932421,-43.007343,548970.21
18615,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.914701,-43.244896,419213.6
18616,apartment,Southeast,80.0,Brasil,Rio de Janeiro,,-22.928919,-43.255779,555698.37
18617,apartment,Southeast,90.0,Brasil,Rio de Janeiro,,-22.925322,-43.232567,535085.5
18618,house,Southeast,166.0,Brasil,Rio de Janeiro,,-22.883171,-43.306526,449157.45
18619,apartment,Southeast,165.0,Brasil,Rio de Janeiro,,-22.931902,-43.237183,1297565.98
18620,apartment,Southeast,115.0,Brasil,Rio de Janeiro,,-22.9076,-43.104118,966187.6
18621,apartment,Southeast,58.0,Brasil,Rio de Janeiro,,-23.000669,-43.392197,474110.62
18622,apartment,Southeast,176.0,Brasil,Rio de Janeiro,,-22.906933,-43.289089,696620.79
18623,apartment,Southeast,100.0,Brasil,Rio de Janeiro,,-23.002774,-43.392261,948221.29
18624,apartment,Southeast,77.0,Brasil,Rio de Janeiro,,-22.906544,-43.269073,449157.45
18625,apartment,Southeast,150.0,Brasil,Rio de Janeiro,,-22.966846,-43.192875,1597004.3
18626,apartment,Southeast,53.0,Brasil,Rio de Janeiro,,-22.919437,-43.387928,363454.32
18627,apartment,Southeast,84.0,Brasil,Rio de Janeiro,,-22.930645,-43.240059,605757.2
18628,apartment,Southeast,124.0,Brasil,Rio de Janeiro,,-23.0152727,-43.4602587,848060.07
18629,house,Southeast,63.0,Brasil,Rio de Janeiro,,-22.788343,-42.137508,249531.9
18630,house,Southeast,96.0,Brasil,Rio de Janeiro,,-22.941502,-43.360142,583904.68
18631,apartment,Southeast,102.0,Brasil,Rio de Janeiro,,-22.911106,-43.104572,838427.23
18632,apartment,Southeast,125.0,Brasil,Rio de Janeiro,,-22.978764,-43.194691,1048034.05
18633,apartment,Southeast,110.0,Brasil,Rio de Janeiro,,-22.966955,-43.180164,1277603.42
18634,house,Southeast,,Brasil,Rio de Janeiro,,-22.9611505,-43.3297548,462394.66
18635,apartment,Southeast,116.0,Brasil,Rio de Janeiro,,-22.941902,-43.177921,1277603.42
18636,apartment,Southeast,210.0,Brasil,Rio de Janeiro,,-22.906544,-43.269073,598876.59
18637,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.9076,-43.104118,958202.55
18638,apartment,Southeast,120.0,Brasil,Rio de Janeiro,,-22.91893,-43.214657,948221.29
18639,apartment,Southeast,70.0,Brasil,Rio de Janeiro,,-23.00281,-43.433752,548261.79
18640,apartment,Southeast,80.0,Brasil,Rio de Janeiro,,-22.9719512,-43.1873924,848702.99
18641,apartment,Southeast,86.0,Brasil,Rio de Janeiro,,-22.836622,-43.263481,1378097.65
18642,apartment,Southeast,53.0,Brasil,Rio de Janeiro,,-22.872278,-43.02898,329382.13
18643,apartment,Southeast,78.0,Brasil,Rio de Janeiro,,-22.962379,-43.218922,1332665.85
18644,apartment,Southeast,82.0,Brasil,Rio de Janeiro,,-22.899759,-43.317394,319400.84
18645,house,Southeast,173.0,Brasil,Rio de Janeiro,,-22.9228684,-43.3444473,828445.97
18646,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.966846,-43.192875,656236.96
18647,apartment,Southeast,70.0,Brasil,Rio de Janeiro,,-22.8998363,-43.3008845,334372.75
18648,house,Southeast,181.0,Brasil,Rio de Janeiro,,-22.912468,-43.226757,1605256.59
18649,house,Southeast,103.0,Brasil,Rio de Janeiro,,-22.930389,-43.269073,888333.61
18650,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.9353581,-43.3593908,444166.8
18651,apartment,Southeast,97.0,Brasil,Rio de Janeiro,,-22.940298,-43.249676,633811.06
18652,apartment,Southeast,57.0,Brasil,Rio de Janeiro,,-22.898705,-43.043774,289457.01
18653,house,Southeast,125.0,Brasil,Rio de Janeiro,,-22.930389,-43.269073,918277.46
18654,apartment,Southeast,130.0,Brasil,Rio de Janeiro,,-22.936752,-43.175926,1211514.4
18655,apartment,Southeast,67.0,Brasil,Rio de Janeiro,,-22.9726123,-43.1866575,949739.05
18656,apartment,Southeast,150.0,Brasil,Rio de Janeiro,,-22.970936,-43.394451,757196.48
18657,house,Southeast,182.0,Brasil,Rio de Janeiro,,-22.9416309,-43.3577488,798502.15
18658,house,Southeast,72.0,Brasil,Rio de Janeiro,,-22.80719,-43.020702,264503.81
18659,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.927038,-43.3493,368502.29
18660,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.876141,-43.082607,249531.9
18661,apartment,Southeast,70.0,Brasil,Rio de Janeiro,,-22.955729,-43.190456,1157828.1
18662,apartment,Southeast,85.0,Brasil,Rio de Janeiro,,-23.0208546,-43.4552629,628820.41
18663,apartment,Southeast,90.0,Brasil,Rio de Janeiro,,-22.84127,-43.323708,332156.85
18664,apartment,Southeast,65.0,Brasil,Rio de Janeiro,,-22.912636,-43.282539,269494.46
18665,apartment,Southeast,63.0,Brasil,Rio de Janeiro,,-22.921227,-43.225548,748595.73
18666,apartment,Southeast,70.0,Brasil,Rio de Janeiro,,-22.909937,-43.279709,282686.67
18667,apartment,Southeast,79.0,Brasil,Rio de Janeiro,,-22.928339,-43.335056,648782.97
18668,house,Southeast,217.0,Brasil,Rio de Janeiro,,-22.9328719,-43.3575445,598876.59
18669,house,Southeast,73.0,Brasil,Rio de Janeiro,,-22.900654,-43.346676,353358.36
18670,house,Southeast,100.0,Brasil,Rio de Janeiro,,-22.918671,-43.403999,758577.03
18671,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.420542,-43.123837,269494.46
18672,apartment,Southeast,53.0,Brasil,Rio de Janeiro,,-22.904787,-43.091812,249531.9
18673,apartment,Southeast,131.0,Brasil,Rio de Janeiro,,-22.954844,-43.053513,1147846.81
18674,apartment,Southeast,208.0,Brasil,Rio de Janeiro,,-22.928339,-43.335056,1497191.5
18675,house,Southeast,178.0,Brasil,Rio de Janeiro,,-22.919926,-43.190456,1217715.75
18676,house,Southeast,120.0,Brasil,Rio de Janeiro,,-22.933952,-42.824596,379288.51
18677,apartment,Southeast,75.0,Brasil,Rio de Janeiro,,-22.933598,-43.24551,636045.06
18678,apartment,Southeast,68.0,Brasil,Rio de Janeiro,,-22.824972,-43.330673,294801.81
18679,apartment,Southeast,60.0,Brasil,Rio de Janeiro,,-22.925322,-43.232567,399251.07
18680,apartment,Southeast,98.0,Brasil,Rio de Janeiro,,-22.907061,-43.270065,414222.98
18681,apartment,Southeast,79.0,Brasil,Rio de Janeiro,,-22.893942,-43.278301,329382.13
18682,house,Southeast,64.0,Brasil,Rio de Janeiro,,-22.836403,-43.29324,302878.6
18683,apartment,Southeast,57.0,Brasil,Rio de Janeiro,,-22.851002,-43.313465,336269.2
18684,apartment,Southeast,110.0,Brasil,Rio de Janeiro,,-22.901562,-43.105293,718651.91
18685,apartment,Southeast,138.0,Brasil,Rio de Janeiro,,-22.904835,-43.103195,1197753.22
18686,apartment,Southeast,140.0,Brasil,Rio de Janeiro,,-22.968903,-43.185005,1527135.36
18687,apartment,Southeast,70.0,Brasil,Rio de Janeiro,,-22.94775,-43.192875,1157828.1
18688,apartment,Southeast,74.0,Brasil,Rio de Janeiro,,-22.788343,-42.137508,284466.37
18689,apartment,Southeast,91.0,Brasil,Rio de Janeiro,,-22.84164,-43.311272,479101.27
18690,apartment,Southeast,87.0,Brasil,Rio de Janeiro,,-22.903921,-43.0984,748595.73
18691,apartment,Southeast,75.0,Brasil,Rio de Janeiro,,-22.881121,-42.016003,434185.54
18692,apartment,Southeast,95.0,Brasil,Rio de Janeiro,,-23.009954,-43.437813,647784.85
18693,apartment,Southeast,72.0,Brasil,Rio de Janeiro,,-22.925093,-43.327053,548970.21
18694,apartment,Southeast,102.0,Brasil,Rio de Janeiro,,-22.98501,-43.208004,1463913.24
18695,apartment,Southeast,72.0,Brasil,Rio de Janeiro,,-23.000669,-43.392197,686524.82
18696,house,Southeast,,Brasil,Rio de Janeiro,,-22.903706,-42.801693,538988.95
18697,apartment,Southeast,120.0,Brasil,Rio de Janeiro,,-22.966955,-43.180164,1048034.05
18698,apartment,Southeast,60.0,Brasil,Rio de Janeiro,,-22.887714,-43.296425,292782.63
18699,apartment,Southeast,90.0,Brasil,Rio de Janeiro,,-22.881121,-42.016003,359325.95
18700,house,Southeast,90.0,Brasil,Rio de Janeiro,,-22.85092,-43.309109,696620.79
18701,apartment,Southeast,135.0,Brasil,Rio de Janeiro,,-22.887838,-43.299015,459138.71
18702,apartment,Southeast,75.0,Brasil,Rio de Janeiro,,-22.914701,-43.244896,398790.15
18703,apartment,Southeast,145.0,Brasil,Rio de Janeiro,,-22.924335,-43.234013,948221.29
18704,apartment,Southeast,80.0,Brasil,Rio de Janeiro,,-22.921227,-43.225548,421349.33
18705,apartment,Southeast,126.0,Brasil,Rio de Janeiro,,-23.0172803,-43.4712412,731956.62
18706,house,Southeast,165.0,Brasil,Rio de Janeiro,,-22.465082,-41.939487,628820.41
18707,apartment,Southeast,130.0,Brasil,Rio de Janeiro,,-22.9655552,-43.1788281,1313468.94
18708,apartment,Southeast,110.0,Brasil,Rio de Janeiro,,-22.934675,-43.335987,688708.09
18709,house,Southeast,,Brasil,Rio de Janeiro,,-22.95579,-43.183189,1297565.98
18710,house,Southeast,90.0,Brasil,Rio de Janeiro,,-22.9157001,-43.3690251,338365.27
18711,apartment,Southeast,60.0,Brasil,Rio de Janeiro,,-22.900496,-43.119301,329382.13
18712,apartment,Southeast,136.0,Brasil,Rio de Janeiro,,-23.009905,-43.437641,1257640.86
18713,house,Southeast,54.0,Brasil,Rio de Janeiro,,-22.85523,-43.322224,282686.67
18714,apartment,Southeast,74.0,Brasil,Rio de Janeiro,,-22.956388,-43.375317,499063.83
18715,apartment,Southeast,76.0,Brasil,Rio de Janeiro,,-22.962952,-43.183189,938240.02
18716,apartment,Southeast,65.0,Brasil,Rio de Janeiro,,-22.924335,-43.234013,404241.69
18717,apartment,Southeast,,Brasil,Rio de Janeiro,,-22.934788,-43.327747,509045.09
18718,house,Southeast,210.0,Brasil,Rio de Janeiro,,-22.881536,-42.020302,852851.67
18719,apartment,Southeast,73.0,Brasil,Rio de Janeiro,,-23.007604,-43.485141,529007.65
18720,house,Southeast,105.0,Brasil,Rio de Janeiro,,-22.879103,-42.047253,488084.41
18721,apartment,Southeast,60.0,Brasil,Rio de Janeiro,,-22.90374,-43.224335,628820.41
18722,apartment,Southeast,115.0,Brasil,Rio de Janeiro,,-22.966585,-43.176834,1676854.5
